======================================================================
EVALUATION RESULTS - CORRECT VERSION
======================================================================

Model: resnet18
Checkpoint: ./model/resnet18-unet-ori/resnet18_best_dice.pth
Test set: ./dataset/augmented/test
Num samples: 522
Mask encoding: 0=background, >0=disease

IOU: 0.1848 ± 0.1675
DICE: 0.2821 ± 0.2137
ACCURACY: 0.4698 ± 0.2160
PRECISION: 0.2003 ± 0.1935
RECALL: 0.8923 ± 0.1944
F1: 0.2821 ± 0.2137


PER-IMAGE RESULTS:
Name                 IoU     Dice      Acc     Prec   Recall       F1
00352_style7      0.0183   0.0360   0.5947   0.0184   0.9337   0.0360
00367             0.6696   0.8021   0.9496   0.8922   0.7285   0.8021
00367_style0      0.1769   0.3006   0.3475   0.1769   1.0000   0.3006
00367_style1      0.1524   0.2644   0.2517   0.1534   0.9593   0.2644
00367_style2      0.1268   0.2250   0.1487   0.1290   0.8813   0.2250
00367_style3      0.1428   0.2499   0.1584   0.1428   1.0000   0.2499
00367_style4      0.2248   0.3671   0.5230   0.2255   0.9865   0.3671
00367_style5      0.1967   0.3288   0.4275   0.1967   1.0000   0.3288
00367_style6      0.1783   0.3026   0.3538   0.1783   1.0000   0.3026
00367_style7      0.0757   0.1408   0.4720   0.0912   0.3085   0.1408
00370             0.3353   0.5022   0.8534   0.3406   0.9557   0.5022
00370_style0      0.0949   0.1733   0.2642   0.0949   0.9969   0.1733
00370_style1      0.0901   0.1653   0.2185   0.0901   1.0000   0.1653
00370_style2      0.0845   0.1559   0.1622   0.0845   1.0000   0.1559
00370_style3      0.0836   0.1544   0.1524   0.0836   1.0000   0.1544
00370_style4      0.1106   0.1992   0.3778   0.1106   1.0000   0.1992
00370_style5      0.0924   0.1691   0.2399   0.0924   1.0000   0.1691
00370_style6      0.1013   0.1840   0.3138   0.1013   1.0000   0.1840
00370_style7      0.1100   0.1982   0.6771   0.1227   0.5157   0.1982
00373             0.6653   0.7990   0.9402   0.8649   0.7424   0.7990
00373_style0      0.2210   0.3620   0.4480   0.2221   0.9778   0.3620
00373_style1      0.1829   0.3092   0.3052   0.1839   0.9709   0.3092
00373_style2      0.1801   0.3052   0.2708   0.1801   1.0000   0.3052
00373_style3      0.1776   0.3017   0.2585   0.1776   1.0000   0.3017
00373_style4      0.4348   0.6061   0.7930   0.4359   0.9943   0.6061
00373_style5      0.3730   0.5433   0.7308   0.3730   0.9998   0.5433
00373_style6      0.2763   0.4330   0.5825   0.2767   0.9953   0.4330
00373_style7      0.3093   0.4724   0.7291   0.3433   0.7575   0.4724
00387             0.5683   0.7247   0.7990   0.7827   0.6747   0.7247
00387_style0      0.5016   0.6681   0.6344   0.5187   0.9383   0.6681
00387_style1      0.4163   0.5879   0.5004   0.4345   0.9088   0.5879
00387_style2      0.4367   0.6079   0.5112   0.4434   0.9661   0.6079
00387_style3      0.4613   0.6313   0.5497   0.4649   0.9832   0.6313
00387_style4      0.5654   0.7224   0.7080   0.5759   0.9689   0.7224
00387_style5      0.5339   0.6961   0.6629   0.5383   0.9847   0.6961
00387_style6      0.4758   0.6448   0.5958   0.4919   0.9356   0.6448
00387_style7      0.1846   0.3116   0.5992   0.4772   0.2314   0.3116
00389             0.1324   0.2338   0.6587   0.1331   0.9593   0.2338
00389_style0      0.0716   0.1336   0.3405   0.0720   0.9369   0.1336
00389_style1      0.0632   0.1189   0.2657   0.0636   0.9130   0.1189
00389_style2      0.0661   0.1240   0.2522   0.0662   0.9754   0.1240
00389_style3      0.0662   0.1241   0.2339   0.0662   1.0000   0.1241
00389_style4      0.0911   0.1670   0.4586   0.0911   1.0000   0.1670
00389_style5      0.0794   0.1471   0.3705   0.0794   1.0000   0.1471
00389_style6      0.0730   0.1361   0.3199   0.0731   0.9868   0.1361
00389_style7      0.0346   0.0669   0.5987   0.0383   0.2651   0.0669
00429             0.1251   0.2224   0.8791   0.1289   0.8080   0.2224
00429_style0      0.0295   0.0573   0.3398   0.0295   0.9376   0.0573
00429_style1      0.0256   0.0500   0.2376   0.0257   0.9376   0.0500
00429_style2      0.0253   0.0493   0.1759   0.0253   1.0000   0.0493
00429_style3      0.0245   0.0478   0.1480   0.0245   1.0000   0.0478
00429_style4      0.0316   0.0612   0.3442   0.0316   1.0000   0.0612
00429_style5      0.0279   0.0544   0.2561   0.0279   1.0000   0.0544
00429_style6      0.0268   0.0522   0.2721   0.0269   0.9376   0.0522
00429_style7      0.0335   0.0648   0.7850   0.0357   0.3486   0.0648
00432             0.5678   0.7243   0.8007   0.6194   0.8721   0.7243
00432_style0      0.3537   0.5225   0.5375   0.3786   0.8429   0.5225
00432_style1      0.3328   0.4994   0.4344   0.3401   0.9395   0.4994
00432_style2      0.3555   0.5245   0.4634   0.3573   0.9855   0.5245
00432_style3      0.3380   0.5053   0.4122   0.3381   0.9996   0.5053
00432_style4      0.4448   0.6157   0.6462   0.4569   0.9439   0.6157
00432_style5      0.4133   0.5848   0.6032   0.4264   0.9308   0.5848
00432_style6      0.3501   0.5186   0.4937   0.3629   0.9082   0.5186
00432_style7      0.3664   0.5363   0.6539   0.4486   0.6667   0.5363
00459             0.1227   0.2186   0.8336   0.1230   0.9807   0.2186
00459_style0      0.0365   0.0704   0.3734   0.0365   1.0000   0.0704
00459_style1      0.0271   0.0529   0.1493   0.0271   1.0000   0.0529
00459_style2      0.0256   0.0499   0.0966   0.0256   1.0000   0.0499
00459_style3      0.0264   0.0513   0.1229   0.0264   1.0000   0.0513
00459_style4      0.0357   0.0690   0.3592   0.0357   1.0000   0.0690
00459_style5      0.0347   0.0671   0.3401   0.0347   1.0000   0.0671
00459_style6      0.0376   0.0724   0.3918   0.0376   1.0000   0.0724
00459_style7      0.0775   0.1439   0.7240   0.0777   0.9773   0.1439
00464             0.1148   0.2060   0.9459   0.2204   0.1933   0.2060
00464_style0      0.0490   0.0934   0.2954   0.0490   1.0000   0.0934
00464_style1      0.0466   0.0891   0.2578   0.0466   1.0000   0.0891
00464_style2      0.0404   0.0777   0.1380   0.0404   1.0000   0.0777
00464_style3      0.0390   0.0750   0.1051   0.0390   1.0000   0.0750
00464_style4      0.0485   0.0926   0.2885   0.0485   1.0000   0.0926
00464_style5      0.0464   0.0887   0.2539   0.0464   1.0000   0.0887
00464_style6      0.0488   0.0931   0.2927   0.0488   1.0000   0.0931
00464_style7      0.0891   0.1635   0.6302   0.0891   0.9962   0.1635
00470             0.8222   0.9024   0.9894   0.8510   0.9605   0.9024
00470_style0      0.0722   0.1347   0.3455   0.0722   1.0000   0.1347
00470_style1      0.0610   0.1150   0.2156   0.0610   1.0000   0.1150
00470_style2      0.0608   0.1146   0.2125   0.0608   1.0000   0.1146
00470_style3      0.0593   0.1120   0.1916   0.0593   1.0000   0.1120
00470_style4      0.1500   0.2609   0.7113   0.1500   1.0000   0.2609
00470_style5      0.0899   0.1649   0.4839   0.0899   1.0000   0.1649
00470_style6      0.0920   0.1685   0.4971   0.0920   1.0000   0.1685
00470_style7      0.0409   0.0786   0.6788   0.0460   0.2687   0.0786
00517             0.2789   0.4362   0.9003   0.4387   0.4337   0.4362
00517_style0      0.1334   0.2353   0.4221   0.1334   1.0000   0.2353
00517_style1      0.1112   0.2001   0.2892   0.1112   1.0000   0.2001
00517_style2      0.1151   0.2064   0.3160   0.1151   1.0000   0.2064
00517_style3      0.1087   0.1961   0.2708   0.1087   1.0000   0.1961
00517_style4      0.1590   0.2744   0.5410   0.1597   0.9760   0.2744
00517_style5      0.1287   0.2280   0.3977   0.1287   1.0000   0.2280
00517_style6      0.1424   0.2493   0.5039   0.1440   0.9260   0.2493
00517_style7      0.0389   0.0748   0.5921   0.0469   0.1856   0.0748
00554             0.5136   0.6786   0.8252   0.5289   0.9467   0.6786
00554_style0      0.2820   0.4400   0.5037   0.2820   1.0000   0.4400
00554_style1      0.2157   0.3549   0.2912   0.2157   1.0000   0.3549
00554_style2      0.2222   0.3636   0.3175   0.2222   1.0000   0.3636
00554_style3      0.2359   0.3818   0.3688   0.2359   1.0000   0.3818
00554_style4      0.3316   0.4980   0.6072   0.3316   0.9997   0.4980
00554_style5      0.3269   0.4928   0.5987   0.3269   1.0000   0.4928
00554_style6      0.2778   0.4347   0.4931   0.2778   1.0000   0.4347
00554_style7      0.3874   0.5584   0.7345   0.4131   0.8613   0.5584
00558             0.0109   0.0216   0.7433   0.0110   0.4566   0.0216
00558_style0      0.0087   0.0173   0.2968   0.0087   1.0000   0.0173
00558_style1      0.0079   0.0157   0.2233   0.0079   1.0000   0.0157
00558_style2      0.0072   0.0144   0.1502   0.0072   1.0000   0.0144
00558_style3      0.0073   0.0144   0.1521   0.0073   1.0000   0.0144
00558_style4      0.0118   0.0233   0.4843   0.0118   0.9936   0.0233
00558_style5      0.0106   0.0209   0.4204   0.0106   1.0000   0.0209
00558_style6      0.0088   0.0174   0.3016   0.0088   1.0000   0.0174
00558_style7      0.0125   0.0248   0.5654   0.0126   0.8907   0.0248
00560             0.4459   0.6168   0.8561   0.4849   0.8470   0.6168
00560_style0      0.1825   0.3087   0.4064   0.1836   0.9700   0.3087
00560_style1      0.1633   0.2808   0.3355   0.1648   0.9492   0.2808
00560_style2      0.1582   0.2732   0.2786   0.1584   0.9923   0.2732
00560_style3      0.1595   0.2750   0.2865   0.1597   0.9904   0.2750
00560_style4      0.2294   0.3732   0.5911   0.2360   0.8906   0.3732
00560_style5      0.2129   0.3511   0.5175   0.2151   0.9552   0.3511
00560_style6      0.1915   0.3215   0.4540   0.1936   0.9466   0.3215
00560_style7      0.2383   0.3848   0.6861   0.2628   0.7185   0.3848
00565             0.4839   0.6522   0.9811   0.5011   0.9337   0.6522
00565_style0      0.0265   0.0517   0.3056   0.0265   1.0000   0.0517
00565_style1      0.0228   0.0446   0.1894   0.0228   1.0000   0.0446
00565_style2      0.0200   0.0392   0.0728   0.0200   1.0000   0.0392
00565_style3      0.0199   0.0391   0.0690   0.0199   1.0000   0.0391
00565_style4      0.0332   0.0643   0.4488   0.0332   1.0000   0.0643
00565_style5      0.0332   0.0642   0.4485   0.0332   1.0000   0.0642
00565_style6      0.0269   0.0524   0.3146   0.0269   1.0000   0.0524
00565_style7      0.0358   0.0691   0.7193   0.0369   0.5505   0.0691
00573             0.4043   0.5758   0.7811   0.4104   0.9645   0.5758
00573_style0      0.2193   0.3597   0.4529   0.2194   0.9977   0.3597
00573_style1      0.2006   0.3342   0.3933   0.2011   0.9886   0.3342
00573_style2      0.1955   0.3271   0.3664   0.1955   1.0000   0.3271
00573_style3      0.1823   0.3083   0.3090   0.1823   1.0000   0.3083
00573_style4      0.2651   0.4191   0.5730   0.2651   1.0000   0.4191
00573_style5      0.2485   0.3981   0.5348   0.2486   0.9988   0.3981
00573_style6      0.2353   0.3810   0.4998   0.2353   0.9994   0.3810
00573_style7      0.3325   0.4991   0.7833   0.3875   0.7008   0.4991
00578             0.2510   0.4013   0.6363   0.2546   0.9462   0.4013
00578_style0      0.1990   0.3320   0.4954   0.2001   0.9734   0.3320
00578_style1      0.1461   0.2549   0.2945   0.1475   0.9370   0.2549
00578_style2      0.1435   0.2510   0.2315   0.1435   0.9998   0.2510
00578_style3      0.1544   0.2675   0.2945   0.1544   1.0000   0.2675
00578_style4      0.2069   0.3429   0.5106   0.2073   0.9912   0.3429
00578_style5      0.1616   0.2783   0.3401   0.1620   0.9878   0.2783
00578_style6      0.1946   0.3257   0.4768   0.1953   0.9811   0.3257
00578_style7      0.2252   0.3676   0.6411   0.2378   0.8097   0.3676
00580             0.6608   0.7958   0.6866   0.7587   0.8366   0.7958
00580_style0      0.6381   0.7791   0.6735   0.7695   0.7890   0.7791
00580_style1      0.6829   0.8116   0.6973   0.7436   0.8932   0.8116
00580_style2      0.7346   0.8470   0.7395   0.7412   0.9881   0.8470
00580_style3      0.7245   0.8402   0.7310   0.7416   0.9691   0.8402
00580_style4      0.7012   0.8244   0.7499   0.8454   0.8044   0.8244
00580_style5      0.6398   0.7803   0.6898   0.8075   0.7549   0.7803
00580_style6      0.5951   0.7462   0.6415   0.7720   0.7220   0.7462
00580_style7      0.4329   0.6042   0.5551   0.8614   0.4653   0.6042
00581             0.5239   0.6876   0.8197   0.8545   0.5752   0.6876
00581_style0      0.4655   0.6353   0.6421   0.4898   0.9039   0.6353
00581_style1      0.3875   0.5585   0.4787   0.3945   0.9563   0.5585
00581_style2      0.3850   0.5560   0.4550   0.3866   0.9893   0.5560
00581_style3      0.3828   0.5537   0.4490   0.3841   0.9910   0.5537
00581_style4      0.5749   0.7301   0.7518   0.5841   0.9731   0.7301
00581_style5      0.5210   0.6851   0.6967   0.5336   0.9568   0.6851
00581_style6      0.4765   0.6455   0.6460   0.4930   0.9344   0.6455
00581_style7      0.3160   0.4802   0.6839   0.5546   0.4235   0.4802
