======================================================================
EVALUATION RESULTS - CORRECT VERSION
======================================================================

Model: resnet50
Checkpoint: ./model/resnet50-unet-aug/loss3_bce_ftv_lap/resnet50_best_dice.pth
Test set: ./dataset/augmented/test
Num samples: 522
Mask encoding: 0=background, >0=disease

IOU: 0.2394 ± 0.2007
DICE: 0.3475 ± 0.2428
ACCURACY: 0.5888 ± 0.2581
PRECISION: 0.2671 ± 0.2344
RECALL: 0.8685 ± 0.1880
F1: 0.3475 ± 0.2428


PER-IMAGE RESULTS:
Name                 IoU     Dice      Acc     Prec   Recall       F1
00352_style0      0.0110   0.0217   0.3849   0.0110   0.8428   0.0217
00352_style1      0.0084   0.0167   0.0465   0.0084   1.0000   0.0167
00352_style2      0.0090   0.0179   0.1083   0.0090   1.0000   0.0179
00352_style3      0.0090   0.0179   0.1103   0.0090   1.0000   0.0179
00352_style4      0.0116   0.0229   0.5720   0.0117   0.6192   0.0229
00352_style5      0.0117   0.0231   0.5929   0.0118   0.5921   0.0231
00352_style6      0.0106   0.0210   0.5534   0.0107   0.5897   0.0210
00352_style7      0.0286   0.0555   0.9004   0.0301   0.3612   0.0555
00367             0.9010   0.9479   0.9850   0.9227   0.9746   0.9479
00367_style0      0.3414   0.5090   0.7295   0.3414   1.0000   0.5090
00367_style1      0.1473   0.2568   0.1887   0.1473   1.0000   0.2568
00367_style2      0.1486   0.2588   0.1967   0.1486   1.0000   0.2588
00367_style3      0.1466   0.2557   0.1837   0.1466   1.0000   0.2557
00367_style4      0.5806   0.7347   0.8987   0.5806   1.0000   0.7347
00367_style5      0.8200   0.9011   0.9694   0.8230   0.9956   0.9011
00367_style6      0.6384   0.7793   0.9209   0.6402   0.9956   0.7793
00367_style7      0.4579   0.6281   0.8420   0.4687   0.9520   0.6281
00370             0.7103   0.8306   0.9724   0.7898   0.8758   0.8306
00370_style0      0.1780   0.3022   0.6491   0.1785   0.9820   0.3022
00370_style1      0.0806   0.1492   0.1178   0.0806   1.0000   0.1492
00370_style2      0.0880   0.1618   0.1985   0.0880   1.0000   0.1618
00370_style3      0.0910   0.1668   0.2268   0.0910   1.0000   0.1668
00370_style4      0.4806   0.6492   0.9164   0.4806   1.0000   0.6492
00370_style5      0.7551   0.8605   0.9768   0.8041   0.9253   0.8605
00370_style6      0.3088   0.4719   0.8285   0.3097   0.9905   0.4719
00370_style7      0.2204   0.3612   0.7264   0.2204   1.0000   0.3612
00373             0.6500   0.7879   0.9411   0.9307   0.6831   0.7879
00373_style0      0.5923   0.7439   0.9106   0.6870   0.8111   0.7439
00373_style1      0.1699   0.2904   0.2174   0.1699   1.0000   0.2904
00373_style2      0.2096   0.3465   0.3961   0.2096   0.9999   0.3465
00373_style3      0.3334   0.5001   0.6830   0.3345   0.9900   0.5001
00373_style4      0.6045   0.7535   0.8957   0.6064   0.9948   0.7535
00373_style5      0.7293   0.8435   0.9449   0.7737   0.9271   0.8435
00373_style6      0.7381   0.8493   0.9477   0.7885   0.9204   0.8493
00373_style7      0.6742   0.8054   0.9257   0.6939   0.9596   0.8054
00387             0.3928   0.5641   0.7268   0.7537   0.4507   0.5641
00387_style0      0.5707   0.7267   0.7877   0.7337   0.7199   0.7267
00387_style1      0.4076   0.5792   0.4326   0.4083   0.9957   0.5792
00387_style2      0.4744   0.6435   0.5784   0.4814   0.9705   0.6435
00387_style3      0.4889   0.6567   0.5968   0.4929   0.9837   0.6567
00387_style4      0.7259   0.8412   0.8694   0.8039   0.8821   0.8412
00387_style5      0.6971   0.8215   0.8485   0.7632   0.8896   0.8215
00387_style6      0.6069   0.7554   0.8024   0.7338   0.7783   0.7554
00387_style7      0.5590   0.7172   0.8112   0.8694   0.6103   0.7172
00389             0.3384   0.5057   0.9181   0.3761   0.7717   0.5057
00389_style0      0.0753   0.1401   0.5051   0.0774   0.7427   0.1401
00389_style1      0.0567   0.1072   0.0960   0.0567   1.0000   0.1072
00389_style2      0.0690   0.1291   0.2852   0.0691   0.9761   0.1291
00389_style3      0.0681   0.1276   0.2672   0.0682   0.9872   0.1276
00389_style4      0.0948   0.1732   0.4954   0.0950   0.9732   0.1732
00389_style5      0.1697   0.2902   0.7774   0.1755   0.8381   0.2902
00389_style6      0.1114   0.2005   0.5943   0.1123   0.9372   0.2005
00389_style7      0.1311   0.2318   0.6767   0.1331   0.8983   0.2318
00429             0.1199   0.2141   0.8793   0.1244   0.7689   0.2141
00429_style0      0.0474   0.0906   0.5973   0.0476   0.9376   0.0906
00429_style1      0.0224   0.0439   0.0688   0.0224   1.0000   0.0439
00429_style2      0.0265   0.0516   0.2138   0.0265   1.0000   0.0516
00429_style3      0.0356   0.0687   0.4212   0.0356   0.9991   0.0687
00429_style4      0.0876   0.1611   0.7786   0.0877   0.9944   0.1611
00429_style5      0.0785   0.1455   0.7532   0.0786   0.9823   0.1455
00429_style6      0.0509   0.0968   0.6285   0.0511   0.9310   0.0968
00429_style7      0.0488   0.0931   0.6082   0.0490   0.9404   0.0931
00432             0.4858   0.6539   0.7375   0.5412   0.8259   0.6539
00432_style0      0.3495   0.5180   0.5666   0.3889   0.7756   0.5180
00432_style1      0.3146   0.4786   0.3466   0.3147   0.9987   0.4786
00432_style2      0.3618   0.5314   0.4741   0.3627   0.9930   0.5314
00432_style3      0.3499   0.5185   0.4833   0.3600   0.9263   0.5185
00432_style4      0.4163   0.5879   0.6727   0.4727   0.7774   0.5879
00432_style5      0.4349   0.6062   0.6929   0.4929   0.7873   0.6062
00432_style6      0.4378   0.6089   0.6601   0.4652   0.8813   0.6089
00432_style7      0.4298   0.6012   0.7642   0.6108   0.5919   0.6012
00459             0.1183   0.2115   0.8371   0.1195   0.9202   0.2115
00459_style0      0.0443   0.0848   0.4879   0.0443   1.0000   0.0848
00459_style1      0.0253   0.0493   0.0850   0.0253   1.0000   0.0493
00459_style2      0.0278   0.0541   0.1702   0.0278   1.0000   0.0541
00459_style3      0.0289   0.0563   0.2038   0.0289   1.0000   0.0563
00459_style4      0.0712   0.1330   0.6937   0.0713   0.9899   0.1330
00459_style5      0.0743   0.1383   0.7141   0.0745   0.9664   0.1383
00459_style6      0.0580   0.1096   0.6146   0.0580   0.9992   0.1096
00459_style7      0.0985   0.1793   0.8309   0.1013   0.7783   0.1793
00464             0.1593   0.2748   0.8738   0.1736   0.6590   0.2748
00464_style0      0.0606   0.1142   0.4370   0.0606   1.0000   0.1142
00464_style1      0.0384   0.0739   0.0902   0.0384   1.0000   0.0739
00464_style2      0.0453   0.0866   0.2343   0.0453   1.0000   0.0866
00464_style3      0.0427   0.0818   0.1857   0.0427   1.0000   0.0818
00464_style4      0.0867   0.1596   0.6809   0.0882   0.8347   0.1596
00464_style5      0.1178   0.2108   0.7569   0.1195   0.8946   0.2108
00464_style6      0.0741   0.1380   0.5480   0.0741   0.9967   0.1380
00464_style7      0.1950   0.3264   0.8670   0.2000   0.8880   0.3264
00470             0.7473   0.8554   0.9857   0.8794   0.8326   0.8554
00470_style0      0.0808   0.1495   0.4204   0.0808   1.0000   0.1495
00470_style1      0.0534   0.1015   0.0975   0.0534   1.0000   0.1015
00470_style2      0.0653   0.1226   0.2704   0.0653   1.0000   0.1226
00470_style3      0.0640   0.1203   0.2545   0.0640   1.0000   0.1203
00470_style4      0.3997   0.5711   0.9235   0.3997   1.0000   0.5711
00470_style5      0.5856   0.7386   0.9669   0.6185   0.9167   0.7386
00470_style6      0.4565   0.6268   0.9474   0.4907   0.8674   0.6268
00470_style7      0.4119   0.5835   0.9328   0.4263   0.9241   0.5835
00517             0.3191   0.4838   0.9064   0.4746   0.4935   0.4838
00517_style0      0.1532   0.2656   0.5083   0.1532   1.0000   0.2656
00517_style1      0.0934   0.1708   0.1365   0.0934   1.0000   0.1708
00517_style2      0.1497   0.2604   0.4950   0.1497   1.0000   0.2604
00517_style3      0.1399   0.2455   0.4534   0.1399   1.0000   0.2455
00517_style4      0.2328   0.3777   0.7125   0.2339   0.9812   0.3777
00517_style5      0.2813   0.4390   0.8024   0.2937   0.8696   0.4390
00517_style6      0.2219   0.3632   0.7086   0.2254   0.9343   0.3632
00517_style7      0.2512   0.4016   0.7960   0.2717   0.7696   0.4016
00554             0.6303   0.7732   0.9092   0.7533   0.7942   0.7732
00554_style0      0.3201   0.4850   0.5880   0.3206   0.9951   0.4850
00554_style1      0.2046   0.3396   0.2420   0.2046   1.0000   0.3396
00554_style2      0.2465   0.3955   0.4042   0.2465   1.0000   0.3955
00554_style3      0.2639   0.4176   0.4564   0.2639   0.9997   0.4176
00554_style4      0.4544   0.6248   0.7684   0.4566   0.9893   0.6248
00554_style5      0.5838   0.7372   0.8749   0.6242   0.9003   0.7372
00554_style6      0.5038   0.6700   0.8169   0.5164   0.9537   0.6700
00554_style7      0.5757   0.7307   0.8815   0.6559   0.8249   0.7307
00558             0.0078   0.0155   0.9041   0.0083   0.1222   0.0155
00558_style0      0.0099   0.0196   0.3796   0.0099   1.0000   0.0196
00558_style1      0.0065   0.0130   0.0597   0.0065   1.0000   0.0130
00558_style2      0.0071   0.0141   0.1359   0.0071   1.0000   0.0141
00558_style3      0.0078   0.0156   0.2158   0.0078   1.0000   0.0156
00558_style4      0.0137   0.0271   0.5559   0.0137   0.9968   0.0271
00558_style5      0.0114   0.0225   0.6335   0.0115   0.6817   0.0225
00558_style6      0.0117   0.0231   0.4764   0.0117   1.0000   0.0231
00558_style7      0.0126   0.0249   0.7190   0.0127   0.5788   0.0249
00560             0.3816   0.5524   0.8454   0.4571   0.6980   0.5524
00560_style0      0.2111   0.3486   0.5104   0.2131   0.9587   0.3486
00560_style1      0.1422   0.2490   0.1784   0.1423   0.9969   0.2490
00560_style2      0.1988   0.3317   0.4535   0.1991   0.9924   0.3317
00560_style3      0.1982   0.3308   0.4567   0.1989   0.9825   0.3308
00560_style4      0.2413   0.3887   0.6151   0.2483   0.8956   0.3887
00560_style5      0.3131   0.4769   0.7586   0.3388   0.8052   0.4769
00560_style6      0.2980   0.4592   0.7503   0.3261   0.7756   0.4592
00560_style7      0.3245   0.4900   0.7894   0.3662   0.7404   0.4900
00565             0.3925   0.5637   0.9720   0.3999   0.9547   0.5637
00565_style0      0.0574   0.1085   0.6958   0.0574   0.9779   0.1085
00565_style1      0.0198   0.0388   0.0607   0.0198   1.0000   0.0388
00565_style2      0.0202   0.0396   0.0805   0.0202   1.0000   0.0396
00565_style3      0.0207   0.0405   0.1033   0.0207   1.0000   0.0405
00565_style4      0.0568   0.1076   0.6859   0.0568   1.0000   0.1076
00565_style5      0.0971   0.1770   0.8247   0.0971   0.9958   0.1770
00565_style6      0.0496   0.0944   0.6369   0.0496   1.0000   0.0944
00565_style7      0.0420   0.0805   0.5676   0.0420   1.0000   0.0805
00573             0.4379   0.6091   0.8458   0.4996   0.7802   0.6091
00573_style0      0.2442   0.3925   0.5488   0.2476   0.9464   0.3925
00573_style1      0.1599   0.2757   0.1906   0.1599   1.0000   0.2757
00573_style2      0.1991   0.3321   0.3835   0.1993   0.9950   0.3321
00573_style3      0.1853   0.3127   0.3256   0.1855   0.9961   0.3127
00573_style4      0.4210   0.5925   0.7925   0.4247   0.9797   0.5925
00573_style5      0.3561   0.5252   0.7750   0.3890   0.8082   0.5252
00573_style6      0.3207   0.4856   0.6859   0.3247   0.9629   0.4856
00573_style7      0.3099   0.4732   0.6869   0.3194   0.9132   0.4732
00578             0.4688   0.6383   0.8696   0.4965   0.8935   0.6383
00578_style0      0.2042   0.3392   0.5281   0.2069   0.9401   0.3392
00578_style1      0.1324   0.2339   0.1590   0.1325   0.9966   0.2339
00578_style2      0.1729   0.2948   0.3993   0.1736   0.9748   0.2948
00578_style3      0.1692   0.2894   0.3837   0.1700   0.9745   0.2894
00578_style4      0.4024   0.5739   0.8208   0.4137   0.9366   0.5739
00578_style5      0.4532   0.6238   0.8701   0.4975   0.8358   0.6238
00578_style6      0.2855   0.4441   0.6923   0.2894   0.9545   0.4441
00578_style7      0.3157   0.4799   0.8382   0.4095   0.5796   0.4799
00580             0.7285   0.8429   0.7684   0.8348   0.8512   0.8429
00580_style0      0.6514   0.7889   0.6986   0.8069   0.7716   0.7889
00580_style1      0.7206   0.8376   0.7255   0.7372   0.9696   0.8376
00580_style2      0.7425   0.8522   0.7599   0.7735   0.9489   0.8522
00580_style3      0.7373   0.8488   0.7560   0.7749   0.9383   0.8488
00580_style4      0.6832   0.8118   0.7285   0.8215   0.8023   0.8118
00580_style5      0.3803   0.5511   0.5232   0.8809   0.4010   0.5511
00580_style6      0.5395   0.7009   0.6297   0.8538   0.5944   0.7009
00580_style7      0.6592   0.7946   0.7206   0.8572   0.7405   0.7946
00581             0.5129   0.6780   0.7900   0.7195   0.6411   0.6780
00581_style0      0.4803   0.6489   0.6842   0.5262   0.8464   0.6489
00581_style1      0.3566   0.5257   0.3807   0.3572   0.9953   0.5257
00581_style2      0.4075   0.5791   0.5056   0.4099   0.9863   0.5791
00581_style3      0.3936   0.5649   0.4763   0.3959   0.9858   0.5649
00581_style4      0.6376   0.7787   0.8175   0.6693   0.9308   0.7787
00581_style5      0.5719   0.7276   0.8016   0.6910   0.7684   0.7276
00581_style6      0.5567   0.7152   0.7828   0.6527   0.7910   0.7152
00581_style7      0.5505   0.7101   0.7950   0.6931   0.7280   0.7101
